genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
human1_concoct_10_refined_2_Bin_9_15_1-contigs.fa,82.37674527154697,92.29,2.83,100.0,3978805,51700,1_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_9_16_1-contigs.fa,80.86208534943371,95.75,4.1,100.0,4294095,83979,2_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_9_18_1-contigs.fa,101.79905803451564,99.33,0.0,0.0,2830866,69221,3_1,NA,NA,2,99.89,99.89,near,none
human1_concoct_10_refined_2_Bin_6_12-contigs.fa,88.57922749733368,87.02,0.0,0.0,2811224,104341,4_0,NA,NA,1,NA,NA,substantial,none
human1_concoct_10_refined_2_Bin_8_2-contigs.fa,67.82266770503882,82.86,3.49,40.0,2894617,8577,5_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_1_1-contigs.fa,85.50786499899408,85.35,0.4,0.0,2407172,16458,6_1,NA,NA,2,99.97,99.97,substantial,low
human1_concoct_10_refined_2_Bin_6_7-contigs.fa,96.22801521932018,95.22,0.34,100.0,2899475,43648,7_1,NA,NA,3,99.85,99.76,near,low
human1_concoct_10_refined_2_Bin_2_14_1-contigs.fa,90.9082762284672,88.59,0.02,100.0,2394989,49956,8_1,NA,NA,2,99.90,99.90,substantial,low
human1_concoct_10_refined_2_Bin_2_2_1-contigs.fa,73.56946416748978,77.52,1.36,33.33,2154142,49542,9_1,NA,NA,2,99.87,99.87,substantial,low
human1_concoct_10_refined_2_Bin_9_13_1-contigs.fa,87.85134753441419,85.09,0.0,0.0,1252340,264899,10_1,NA,NA,3,99.99,99.97,substantial,none
human1_HC-24_maxbin.018.fasta.contigs.fa,100.33544173262077,97.58,0.0,0.0,1764014,258548,11_1,NA,NA,24,100.00,99.52,near,none
human1_D-1_maxbin.003.fasta.contigs.fa,101.71432838264016,99.23,0.0,0.0,2351211,74126,12_1,NA,NA,9,99.98,99.90,near,none
human1_concoct_10_refined_2_Bin_6_6-contigs.fa,102.61707285045622,100.0,0.0,0.0,2713585,136340,13_1,NA,NA,17,100.00,99.91,perfect,none
human1_concoct_10_refined_2_Bin_6_1-contigs.fa,102.38481415807432,100.0,0.07,100.0,3334156,171855,14_1,NA,NA,6,99.90,99.61,perfect,low
human1_concoct_10_refined_2_Bin_6_8-contigs.fa,87.87130105623277,93.55,1.69,66.67,3502005,154581,15_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_0_2_1-contigs.fa,101.57112059666773,99.18,0.0,0.0,2611266,48119,16_1,NA,NA,4,100.00,99.99,near,none
human1_HV-10_maxbin.002.fasta.contigs.fa,100.79732633874664,99.23,0.17,0.0,6850823,54405,17_1,NA,NA,29,99.96,99.91,near,low
human1_concoct_10_refined_2_Bin_9_6-contigs.fa,92.00978500998744,89.36,0.0,0.0,2055837,158474,18_1,NA,NA,2,99.98,99.98,substantial,none
human1_concoct_10_refined_2_Bin_7_5_1-contigs.fa,102.82388151691003,100.0,0.0,0.0,3844059,353187,19_1,NA,NA,16,99.99,99.98,perfect,none
human1_concoct_10_refined_2_Bin_9_19_1-contigs.fa,89.91254874122899,94.79,1.62,42.86,4723381,90798,20_1,NA,NA,2,99.92,99.92,near,low
human1_HV-1_maxbin.011.fasta.contigs.fa,100.65870945930618,99.37,0.28,0.0,5035364,193732,21_1,NA,NA,19,99.99,97.34,near,low
human1_concoct_10_refined_2_Bin_0_6_1-contigs.fa,93.46510684370908,99.38,1.7,0.0,2332080,117575,22_1,NA,NA,4,100.00,99.99,near,low
human1_HV-10_maxbin.006.fasta.contigs.fa,101.7797783053718,98.95,0.0,0.0,1596790,362801,23_1,NA,NA,18,100.00,99.98,near,none
human1_concoct_10_refined_2_Bin_3_6_1-contigs.fa,99.45986940561797,99.11,0.47,0.0,4008322,199739,24_1,NA,NA,6,99.98,99.95,near,low
human1_concoct_10_refined_2_Bin_3_9-contigs.fa,101.57949056878252,99.3,0.0,0.0,2707485,29576,25_1,NA,NA,3,99.79,99.01,near,none
human1_concoct_10_refined_2_Bin_9_3_1-contigs.fa,99.07842017042972,96.5,0.0,0.0,1859057,114142,26_1,NA,NA,8,99.99,99.93,near,none
human1_concoct_10_refined_2_Bin_9_4_1-contigs.fa,93.0528295724208,97.52,1.42,0.0,1361142,146590,27_1,NA,NA,2,99.98,99.98,near,low
human1_HV-9_maxbin.002.fasta.contigs.fa,90.83577552586922,99.07,2.16,0.0,3205934,107642,28_1,NA,NA,4,99.99,99.97,near,low
human1_HV-15_maxbin.007.fasta.contigs.fa,101.70737237405622,99.99,0.19,0.0,2495155,171782,29_1,NA,NA,4,99.99,99.99,near,low
human1_concoct_10_refined_2_Bin_3_10_1-contigs.fa,98.29043545520848,96.23,0.13,100.0,3224435,115067,30_1,NA,NA,2,100.00,100.00,near,low
human1_concoct_10_refined_2_Bin_3_5_1-contigs.fa,100.90421806220166,100.0,0.13,100.0,2500074,56032,31_0,NA,NA,1,NA,NA,perfect,low
human1_concoct_10_refined_2_Bin_9_9_1-contigs.fa,102.08733373578228,99.63,0.0,0.0,2862786,65324,32_1,NA,NA,15,99.99,99.95,near,none
human1_HC-8_maxbin.002.fasta.contigs.fa,101.983006368522,99.25,0.0,0.0,3512043,232429,33_1,NA,NA,25,100.00,99.95,near,none
human1_HV-21_maxbin.005.fasta.contigs.fa,101.9544199448818,99.63,0.0,0.0,2396292,35396,34_1,NA,NA,7,100.00,99.99,near,none
human1_HC-22_maxbin.008.fasta.contigs.fa,98.36401868256743,99.63,0.75,0.0,2936457,73851,35_1,NA,NA,22,100.00,99.95,near,low
human1_concoct_10_refined_2_Bin_9_20_1-contigs.fa,92.75165199722446,95.97,1.28,75.0,3203881,22632,36_1,NA,NA,2,99.43,99.43,near,low
human1_concoct_10_refined_2_Bin_9_17-contigs.fa,93.8809291826685,95.64,0.67,0.0,2334237,120742,37_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_9_8_1-contigs.fa,93.95608174826748,97.99,1.34,20.0,2648460,49931,38_1,NA,NA,9,99.91,99.81,near,low
human1_HV-11_maxbin.026.fasta.contigs.fa,96.14626130121228,93.96,0.0,0.0,2359738,18820,39_1,NA,NA,19,99.96,99.78,near,none
human1_concoct_10_refined_2_Bin_2_21-contigs.fa,96.5083107810912,95.19,0.0,0.0,2688401,34405,40_0,NA,NA,1,NA,NA,near,none
human1_concoct_10_refined_2_Bin_9_23_1-contigs.fa,91.2075823743148,89.93,0.0,0.0,2235353,28521,41_0,NA,NA,1,NA,NA,substantial,none
human1_HC-7_maxbin.014.fasta.contigs.fa,101.16520280358051,98.63,0.0,0.0,2697314,93496,42_1,NA,NA,32,99.99,99.93,near,none
human1_HV-17_maxbin.018.fasta.contigs.fa,98.53869745464824,95.92,0.0,0.0,2969963,137925,43_1,NA,NA,7,99.91,99.84,near,none
human1_concoct_10_refined_2_Bin_6_9_1-contigs.fa,85.69418008474833,90.36,1.36,0.0,2689357,14795,44_1,NA,NA,3,99.92,99.90,near,low
human1_HV-11_maxbin.007.fasta.contigs.fa,102.61163309852093,100.0,0.0,0.0,2685467,133141,45_1,NA,NA,41,99.99,99.79,perfect,none
human1_D-1_maxbin.051.fasta.contigs.fa,59.42319816463698,83.12,5.45,41.18,2260255,32944,46_0,NA,NA,1,NA,NA,substantial,medium
human1_concoct_10_refined_2_Bin_9_24_1-contigs.fa,70.65716870906645,88.03,4.09,42.86,2631745,35350,47_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_0_5_1-contigs.fa,39.44268098310757,83.89,10.26,50.0,3351680,221494,48_0,NA,NA,1,NA,NA,substantial,high
human1_concoct_10_refined_2_Bin_2_4-contigs.fa,90.04073187285705,92.92,0.89,0.0,2305640,110018,49_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_9_7_1-contigs.fa,97.46073170118336,95.73,0.0,0.0,1433698,229860,50_0,NA,NA,1,NA,NA,near,none
human1_concoct_10_refined_2_Bin_7_1-contigs.fa,99.07872706398832,98.8,0.27,50.0,1737122,77171,51_0,NA,NA,1,NA,NA,near,low
human1_D-1_maxbin.017.fasta.contigs.fa,97.93351967020962,96.98,0.34,0.0,1916913,161100,52_1,NA,NA,2,100.00,100.00,near,low
human1_HC-23_maxbin.004.fasta.contigs.fa,97.00675964231966,99.33,1.01,0.0,2114270,225889,53_1,NA,NA,12,99.99,99.96,near,low
human1_concoct_10_refined_2_Bin_5_5-contigs.fa,93.87263076225874,97.99,1.34,0.0,3128887,116356,54_1,NA,NA,14,99.99,99.96,near,low
human1_concoct_10_refined_2_Bin_3_1_1-contigs.fa,77.88523094662308,76.99,0.0,0.0,2330504,4903,55_0,NA,NA,1,NA,NA,substantial,none
human1_concoct_10_refined_2_Bin_4_11_1-contigs.fa,95.5105535157459,97.32,0.67,0.0,2497353,95743,56_0,NA,NA,1,NA,NA,near,low
human1_HV-21_maxbin.006.fasta.contigs.fa,98.80397774635044,96.11,0.0,0.0,1400379,194114,57_1,NA,NA,17,100.00,99.98,near,none
human1_concoct_10_refined_2_Bin_7_2-contigs.fa,97.12892275295091,97.78,0.63,0.0,1908454,79219,58_1,NA,NA,3,99.95,99.95,near,low
human1_concoct_10_refined_2_Bin_6_14-contigs.fa,96.0982116957404,96.11,0.63,100.0,1566262,82543,59_1,NA,NA,18,100.00,99.97,near,low
human1_concoct_10_refined_2_Bin_6_2-contigs.fa,99.57672469257636,96.95,0.0,0.0,1573965,142676,60_1,NA,NA,3,99.96,99.95,near,none
human1_concoct_10_refined_2_Bin_6_3-contigs.fa,101.5947359178885,98.87,0.0,0.0,3177433,223877,61_1,NA,NA,15,99.99,99.95,near,none
human1_D-1_maxbin.002.fasta.contigs.fa,90.9864171151151,95.15,1.4,27.27,4200180,64553,62_1,NA,NA,2,99.97,99.97,near,low
human1_HC-6_maxbin.009.fasta.contigs.fa,98.97291050751087,97.2,0.17,0.0,6645575,140088,63_1,NA,NA,16,99.99,99.93,near,low
human1_HV-19_maxbin.003.fasta.contigs.fa,97.591125839356,98.51,0.7,0.0,4678793,115734,64_1,NA,NA,22,100.00,99.70,near,low
human1_HV-10_maxbin.005.fasta.contigs.fa,95.1310412324666,96.84,0.87,25.0,4020995,56031,65_1,NA,NA,8,99.98,99.90,near,low
human1_concoct_10_refined_2_Bin_5_4-contigs.fa,83.02487409112489,94.59,3.25,78.95,4557385,14560,66_1,NA,NA,12,99.85,96.09,near,low
human1_concoct_10_refined_2_Bin_0_1_1-contigs.fa,101.95967505578194,99.42,0.0,0.0,4997430,95529,67_1,NA,NA,6,99.99,99.93,near,none
human1_concoct_10_refined_2_Bin_9_12_1-contigs.fa,99.67879719500468,99.62,0.51,0.0,4771357,131412,68_1,NA,NA,17,99.98,99.87,near,low
human1_HC-15_maxbin.016.fasta.contigs.fa,88.82718605272831,89.15,0.56,0.0,4876733,71973,69_1,NA,NA,5,99.94,99.78,substantial,low
human1_concoct_10_refined_2_Bin_6_10-contigs.fa,76.28088474937138,89.8,3.55,83.33,5748086,27883,69_2,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_6_11-contigs.fa,92.8675550466721,96.64,1.11,33.33,5725674,51902,70_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_8_6_1-contigs.fa,73.19192387711442,80.29,1.79,50.0,5276938,6514,71_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_8_1-contigs.fa,78.61382233966508,90.46,2.76,33.33,5750593,9286,72_0,NA,NA,1,NA,NA,near,low
human1_D-1_maxbin.056.fasta.contigs.fa,65.25937019194943,86.06,4.64,0.0,2425609,50032,73_1,NA,NA,2,99.97,99.97,substantial,low
human1_HC-2_maxbin.027.fasta.contigs.fa,90.42167300507774,87.97,0.0,0.0,2754317,63672,74_1,NA,NA,14,99.99,99.94,substantial,none
human1_HC-24_maxbin.028.fasta.contigs.fa,96.12220306594875,93.37,0.0,0.0,3478383,253943,75_1,NA,NA,11,99.99,99.96,near,none
human1_concoct_10_refined_2_Bin_2_19-contigs.fa,86.30151900175134,89.22,0.95,50.0,2825025,41024,76_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_2_8_1-contigs.fa,89.99284934173114,90.13,0.32,0.0,3200917,66942,77_0,NA,NA,1,NA,NA,near,low
human1_HV-11_maxbin.014.fasta.contigs.fa,95.74043378232987,95.19,0.38,0.0,3198178,63565,78_1,NA,NA,10,99.95,99.79,near,low
human1_HC-18_maxbin.014.fasta.contigs.fa,98.1621545739528,95.89,0.0,0.0,2869307,28279,79_1,NA,NA,11,99.88,99.05,near,none
human1_HC-13_maxbin.018.fasta.contigs.fa,93.88335038710792,97.68,1.27,0.0,3193968,103869,80_1,NA,NA,17,99.97,97.97,near,low
human1_HC-17_maxbin.021.fasta.contigs.fa,84.01278298546441,89.08,1.52,0.0,5365349,92640,81_1,NA,NA,23,99.99,99.88,substantial,low
human1_HC-3_maxbin.003.fasta.contigs.fa,90.46619745338892,97.87,2.09,28.57,3505196,62972,82_1,NA,NA,26,99.98,99.85,near,low
human1_concoct_10_refined_2_Bin_2_24_1-contigs.fa,89.7685966235896,97.47,1.9,33.33,2672466,17008,83_0,NA,NA,1,NA,NA,near,low
human1_HC-23_maxbin.034.fasta.contigs.fa,62.471890204205536,72.78,2.59,11.11,1541579,42488,84_1,NA,NA,2,99.00,99.00,substantial,low
human1_concoct_10_refined_2_Bin_5_10_1-contigs.fa,83.92679469495637,91.42,2.27,71.43,2497863,23615,85_1,NA,NA,9,99.94,99.74,near,low
human1_concoct_10_refined_2_Bin_2_3-contigs.fa,75.69165113928383,82.39,1.66,25.0,2346947,18763,86_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_2_6-contigs.fa,86.8136182651367,89.47,1.13,50.0,2829429,57561,87_1,NA,NA,2,99.86,99.86,substantial,low
human1_concoct_10_refined_2_Bin_2_5_1-contigs.fa,92.76710300894938,90.49,0.03,100.0,2863464,50139,88_1,NA,NA,3,99.79,99.61,near,low
human1_concoct_10_refined_2_Bin_2_11_1-contigs.fa,80.72553026565942,94.0,2.96,0.0,2409443,89343,89_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_4_7-contigs.fa,76.60263884393166,89.15,3.22,40.0,2827277,26960,90_1,NA,NA,2,99.93,99.93,substantial,low
human1_concoct_10_refined_2_Bin_2_25-contigs.fa,82.72547763065091,92.17,2.22,16.67,2811206,29567,91_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_2_7-contigs.fa,80.27566421021041,84.22,1.27,0.0,3102696,51634,92_1,NA,NA,3,99.92,99.92,substantial,low
human1_HV-2_maxbin.009.fasta.contigs.fa,82.06793451998986,86.06,1.27,0.0,3863995,41555,93_1,NA,NA,10,99.89,99.80,substantial,low
human1_concoct_10_refined_2_Bin_2_16-contigs.fa,79.47816556799198,80.28,0.53,100.0,2837056,34382,94_0,NA,NA,1,NA,NA,substantial,low
human1_HC-19_maxbin.016.fasta.contigs.fa,85.39901762314328,96.61,2.74,0.0,3148553,75837,95_1,NA,NA,13,99.97,99.86,near,low
