genome,score
chicken1_C-6_maxbin.002.fasta.contigs.fa,95.13044318999438
chicken1_D11_maxbin.019.fasta_sub.contigs.fa,82.91284070370239
chicken1_D12_maxbin.005.fasta.contigs.fa,97.78280930449266
chicken1_D18_maxbin.003.fasta.contigs.fa,95.127234919182
chicken1_D25_maxbin.002.fasta.contigs.fa,89.88033810713725
chicken1_D26_maxbin.002.fasta.contigs.fa,95.12731591632485
chicken1_D3_maxbin.003.fasta.contigs.fa,82.9971695234677
chicken1_D43_maxbin.006.fasta.contigs.fa,94.14587096003557
chicken1_D43_maxbin.004.fasta.contigs.fa,19.246989208018675
chicken1_C-2_maxbin.004.fasta.contigs.fa,102.46999292816649
chicken1_C-3_maxbin.002.fasta.contigs.fa,97.85002249673792
chicken1_C-6_maxbin.007.fasta.contigs.fa,93.94997996435696
chicken1_D12_maxbin.019.fasta.contigs.fa,93.2561796509306
chicken1_D13_maxbin.027.fasta.contigs.fa,99.94999645054743
chicken1_D14_metabat2.17.fa_sub.contigs.fa,76.44716172670441
chicken1_D19_maxbin.054.fasta.contigs.fa,64.72238587702215
chicken1_D20_maxbin.034.fasta.contigs.fa,96.69083081457971
chicken1_D21_metabat2.50.fa.contigs.fa,92.41067952289058
chicken1_D25_metabat2.12.fa.contigs.fa,74.08796532023068
chicken1_D26_maxbin.008.fasta.contigs.fa,102.06995748959505
chicken1_D27_maxbin.014.fasta.contigs.fa,102.30000580626172
chicken1_D2_maxbin.069.fasta.contigs.fa,69.635224779652
chicken1_D32_maxbin.007.fasta.contigs.fa,100.04998940673792
chicken1_D33_maxbin.009.fasta.contigs.fa,96.40442520771526
chicken1_D34_maxbin.009.fasta_sub.contigs.fa,37.50388076533851
chicken1_D35_maxbin.021.fasta.contigs.fa,100.68121508495074
chicken1_D36_maxbin.019.fasta.contigs.fa,98.5008679673933
chicken1_D37_maxbin.007.fasta.contigs.fa,100.51992950816648
chicken1_D38_maxbin.007.fasta.contigs.fa,101.97617841866675
chicken1_D39_maxbin.008.fasta.contigs.fa,102.32617307771436
chicken1_D3_maxbin.008.fasta.contigs.fa,97.1924302434121
chicken1_D15_maxbin.006.fasta.contigs.fa,98.0963175442174
chicken1_D9_maxbin.041.fasta.contigs.fa,26.014859034367905
chicken1_D43_maxbin.043.fasta.contigs.fa,35.48189791635426
chicken1_C-1_maxbin.017.fasta.contigs.fa,74.75162425763315
chicken1_C-4_maxbin.005.fasta.contigs.fa,87.23152777628036
chicken1_D10_maxbin.017.fasta.contigs.fa,72.77175477024296
chicken1_D13_maxbin.013.fasta.contigs.fa,49.99573772499927
chicken1_D17_maxbin.018.fasta.contigs.fa,67.32522840481788
chicken1_D19_maxbin.016.fasta.contigs.fa,68.7051415486274
chicken1_D1_maxbin.029.fasta.contigs.fa,8.474826826760065
chicken1_D20_maxbin.010.fasta.contigs.fa,60.609916146206885
chicken1_D24_maxbin.010.fasta.contigs.fa,72.13890726882757
chicken1_D27_maxbin.012.fasta.contigs.fa,71.43180974500486
chicken1_D28_maxbin.029.fasta.contigs.fa,73.03829983325362
chicken1_D2_maxbin.014.fasta.contigs.fa,71.62856733577372
chicken1_D31_maxbin.013.fasta.contigs.fa,80.06415075565958
chicken1_D34_maxbin.006.fasta.contigs.fa,77.44847367148924
chicken1_D35_maxbin.017.fasta.contigs.fa,85.50177915452868
chicken1_D36_maxbin.017.fasta.contigs.fa,91.506793992937
chicken1_D37_maxbin.010.fasta.contigs.fa,88.19416479573344
chicken1_D40_maxbin.006.fasta.contigs.fa,67.96414233001995
chicken1_D4_maxbin.010.fasta.contigs.fa,73.39001596258362
chicken1_D5_maxbin.013.fasta.contigs.fa,58.004182630635725
chicken1_D6_maxbin.014.fasta.contigs.fa,70.07490521962265
chicken1_D7_maxbin.011.fasta.contigs.fa,63.29552595553223
chicken1_C-1_maxbin.013.fasta.contigs.fa,75.32794783581099
chicken1_C-2_maxbin.013.fasta.contigs.fa,28.474678242867185
chicken1_C-4_maxbin.006.fasta.contigs.fa,75.32791111766238
chicken1_D10_maxbin.005.fasta.contigs.fa,75.33100571463301
chicken1_D11_maxbin.007.fasta.contigs.fa,71.9279065664624
chicken1_D12_maxbin.018.fasta.contigs.fa,44.340962370632994
chicken1_D13_maxbin.018.fasta.contigs.fa,68.57942257639641
chicken1_D17_maxbin.005.fasta.contigs.fa,75.330995177433
chicken1_D1_maxbin.009.fasta.contigs.fa,71.92792255122264
chicken1_D24_maxbin.009.fasta.contigs.fa,75.327955966611
chicken1_D27_maxbin.011.fasta.contigs.fa,-17.7285675797786
chicken1_D28_maxbin.021.fasta.contigs.fa,68.57795019799089
chicken1_D29_maxbin.006.fasta.contigs.fa,75.331002857433
chicken1_D2_maxbin.008.fasta.contigs.fa,75.331017469833
chicken1_D31_maxbin.007.fasta.contigs.fa,75.32795294511989
chicken1_D34_maxbin.004.fasta.contigs.fa,75.32793143173924
chicken1_D35_maxbin.010.fasta.contigs.fa,75.32792439431988
chicken1_D37_maxbin.013.fasta.contigs.fa,68.5779018595114
chicken1_D40_maxbin.005.fasta.contigs.fa,74.82895970263195
chicken1_D42_maxbin.012.fasta.contigs.fa,75.32795028025849
chicken1_D4_maxbin.007.fasta.contigs.fa,75.32795119326238
chicken1_D5_maxbin.007.fasta.contigs.fa,75.33097173691459
chicken1_D6_maxbin.007.fasta.contigs.fa,75.331013335433
chicken1_D7_maxbin.005.fasta.contigs.fa,75.331001910633
chicken1_D8_maxbin.009.fasta.contigs.fa,68.581007294633
chicken1_D9_maxbin.021.fasta.contigs.fa,71.92792605642263
chicken1_C-1_maxbin.020.fasta.contigs.fa,67.54118224699752
chicken1_C-4_maxbin.011.fasta.contigs.fa,68.61554429431662
chicken1_D13_maxbin.010.fasta.contigs.fa,69.29145741841884
chicken1_D19_maxbin.010.fasta.contigs.fa,-7.857634331003506
chicken1_D2_maxbin.006.fasta.contigs.fa,69.35414253379565
chicken1_D35_maxbin.020.fasta.contigs.fa,69.29283499328221
chicken1_D40_maxbin.031.fasta.contigs.fa,64.79257013951283
chicken1_D7_maxbin.017.fasta.contigs.fa,67.28169472818118
chicken1_D43_maxbin.026.fasta.contigs.fa,46.80766781541923
chicken1_D43_maxbin.038.fasta.contigs.fa,59.27388185423649
chicken1_C-1_maxbin.025.fasta.contigs.fa,98.15743844084443
chicken1_C-4_maxbin.022.fasta.contigs.fa,27.475414323763697
chicken1_C-5_maxbin.013.fasta.contigs.fa,75.07252563774227
chicken1_D11_maxbin.022.fasta.contigs.fa,100.13540582991833
chicken1_D12_maxbin.024.fasta.contigs.fa,61.46254762492958
chicken1_D13_maxbin.042.fasta.contigs.fa,35.022285272020696
chicken1_D14_maxbin.002.fasta.contigs.fa,100.03885102830745
chicken1_D15_maxbin.030.fasta.contigs.fa,90.81588477068075
chicken1_D16_maxbin.022.fasta.contigs.fa,95.93188164674079
chicken1_D19_maxbin.022.fasta.contigs.fa,94.00301066492017
chicken1_D1_maxbin.020.fasta.contigs.fa,40.979059649681716
chicken1_D20_maxbin.038.fasta.contigs.fa,52.9545733238518
chicken1_D22_maxbin.016.fasta.contigs.fa,99.09838503919967
chicken1_D24_maxbin.042.fasta_sub.contigs.fa,50.65477088421066
chicken1_D27_maxbin.046.fasta.contigs.fa,86.97602685919024
chicken1_D28_maxbin.002.fasta.contigs.fa,99.52063382283195
chicken1_D29_maxbin.029.fasta.contigs.fa,97.78015783861393
chicken1_D2_maxbin.042.fasta.contigs.fa,75.54780976138399
chicken1_D30_maxbin.018.fasta.contigs.fa,100.03882954043682
chicken1_D31_maxbin.043.fasta_sub.contigs.fa,72.39999812314859
chicken1_D34_maxbin.035.fasta.contigs.fa,97.18439840918374
chicken1_D35_maxbin.012.fasta.contigs.fa,67.28046231270598
chicken1_D36_maxbin.020.fasta.contigs.fa,90.95713660918166
chicken1_D37_maxbin.022.fasta.contigs.fa,93.45474909476421
chicken1_D40_maxbin.024.fasta.contigs.fa,99.64032631940789
chicken1_D41_maxbin.024.fasta.contigs.fa,100.02051459290519
chicken1_D4_maxbin.047.fasta.contigs.fa,82.59543027358094
chicken1_D8_maxbin.066.fasta.contigs.fa,-12.11270739416682
chicken1_C-4_maxbin.008.fasta.contigs.fa,92.09949904297466
chicken1_C-5_maxbin.027.fasta.contigs.fa,94.20899561112262
chicken1_D12_maxbin.025.fasta.contigs.fa,76.26086189730707
chicken1_D19_maxbin.039.fasta.contigs.fa,72.04601144318758
chicken1_D31_maxbin.042.fasta.contigs.fa,95.08148429096397
chicken1_D40_maxbin.008.fasta.contigs.fa,94.27539512047306
chicken1_D41_maxbin.037.fasta.contigs.fa,97.79328202091521
chicken1_D42_maxbin.017.fasta.contigs.fa,97.71952174297465
chicken1_C-2_maxbin.005.fasta.contigs.fa,101.5575058389913
chicken1_C-3_maxbin.005.fasta.contigs.fa,99.7840693410892
chicken1_C-5_maxbin.003.fasta.contigs.fa,97.57496847997999
chicken1_C-6_maxbin.006.fasta.contigs.fa,96.20857104899424
chicken1_D12_maxbin.007.fasta.contigs.fa,85.25853456129978
chicken1_D14_maxbin.005.fasta.contigs.fa,98.17992998135767
chicken1_D21_metabat2.11.fa_sub.contigs.fa,97.37919719702532
chicken1_D26_maxbin.007.fasta.contigs.fa,100.32853863711925
chicken1_D28_maxbin.047.fasta.contigs.fa,78.51104484622674
chicken1_D30_maxbin.003.fasta.contigs.fa,101.00092888373895
chicken1_D33_maxbin.011.fasta.contigs.fa,59.08470315124085
chicken1_D38_maxbin.005.fasta.contigs.fa,97.8340631510672
chicken1_D39_maxbin.007.fasta.contigs.fa,97.82119196520743
chicken1_D3_maxbin.009.fasta.contigs.fa,51.15079612920202
chicken1_D41_maxbin.008.fasta.contigs.fa,69.79921025426067
chicken1_D42_maxbin.006.fasta.contigs.fa,100.59996876948269
chicken1_D5_maxbin.085.fasta.contigs.fa,31.000991903924042
chicken1_C-1_maxbin.046.fasta.contigs.fa,79.8627969433272
chicken1_D10_maxbin.036.fasta.contigs.fa,86.50171518606228
chicken1_D13_maxbin.035.fasta.contigs.fa,71.24447622942648
chicken1_D17_maxbin.041.fasta.contigs.fa,81.69358265696101
chicken1_D19_maxbin.040.fasta.contigs.fa,63.5806339634041
chicken1_D20_maxbin.036.fasta.contigs.fa,91.32296961759172
chicken1_D24_maxbin.032.fasta.contigs.fa,88.02845807927552
chicken1_D27_maxbin.042.fasta.contigs.fa,57.273260294292555
chicken1_D28_maxbin.055.fasta.contigs.fa,84.13667239418203
chicken1_D2_maxbin.031.fasta.contigs.fa,100.32613394387454
chicken1_D43_maxbin.072.fasta.contigs.fa,34.95407762636369
chicken1_D5_maxbin.040.fasta.contigs.fa,95.70509408197253
chicken1_D7_maxbin.035.fasta_sub.contigs.fa,71.78651534096406
chicken1_D8_maxbin.037.fasta.contigs.fa,78.94044456960172
chicken1_D9_maxbin.043.fasta.contigs.fa,63.8894282599131
chicken1_C-1_maxbin.022.fasta.contigs.fa,93.64154310793138
chicken1_D10_maxbin.021.fasta.contigs.fa,64.15009288557256
chicken1_D11_maxbin.008.fasta.contigs.fa,72.44196411320294
chicken1_D12_maxbin.014.fasta.contigs.fa,96.98326377036712
chicken1_D13_maxbin.015.fasta.contigs.fa,91.3102215680163
chicken1_D17_maxbin.019.fasta.contigs.fa,90.63763474426777
chicken1_D19_maxbin.020.fasta.contigs.fa,73.85215651442532
chicken1_D20_maxbin.014.fasta.contigs.fa,89.92919994545521
chicken1_D21_maxbin.012.fasta.contigs.fa,96.96968282578176
chicken1_D24_maxbin.015.fasta.contigs.fa,86.15825214749624
chicken1_D27_maxbin.016.fasta.contigs.fa,93.63871249044651
chicken1_D28_maxbin.035.fasta.contigs.fa,73.80771790873891
chicken1_D2_maxbin.018.fasta.contigs.fa,81.09333317036712
chicken1_D43_maxbin.086.fasta.contigs.fa,71.51265438231263
chicken1_D4_maxbin.015.fasta.contigs.fa,85.21094184887102
chicken1_D5_maxbin.025.fasta.contigs.fa,87.19204175345618
chicken1_D6_maxbin.022.fasta.contigs.fa,93.63277534392334
chicken1_D7_maxbin.029.fasta.contigs.fa,96.03864505939387
chicken1_D8_maxbin.022.fasta.contigs.fa,89.9544514262558
chicken1_D9_maxbin.016.fasta.contigs.fa,88.22153310492271
chicken1_C-4_maxbin.028.fasta.contigs.fa,-4.9148942981217445
chicken1_C-5_maxbin.023.fasta.contigs.fa,63.79444056425842
chicken1_D16_maxbin.024.fasta.contigs.fa,39.35032872431363
chicken1_D23_maxbin.035.fasta.contigs.fa,41.04044429503231
chicken1_D24_maxbin.007.fasta.contigs.fa,72.87971799396806
chicken1_D27_maxbin.013.fasta.contigs.fa,74.6940695618127
chicken1_D34_maxbin.032.fasta.contigs.fa,73.98461193380227
chicken1_D37_maxbin.014.fasta.contigs.fa,45.27155385554154
chicken1_D40_maxbin.017.fasta.contigs.fa,44.55734172494629
chicken1_D42_maxbin.019.fasta.contigs.fa,58.81642213662695
chicken1_D4_maxbin.032.fasta_sub.contigs.fa,46.06110950963902
chicken1_D5_maxbin.028.fasta.contigs.fa,47.40092036457637
chicken1_D6_maxbin.012.fasta.contigs.fa,54.42736051816205
chicken1_D7_maxbin.034.fasta_sub.contigs.fa,62.921590219082354
chicken1_C-4_maxbin.010.fasta.contigs.fa,83.24262099656741
chicken1_D17_maxbin.056.fasta.contigs.fa,50.739343314162944
chicken1_D31_maxbin.035.fasta_sub.contigs.fa,45.923020987820635
chicken1_D42_maxbin.054.fasta.contigs.fa,4.447250088104021
chicken1_D20_maxbin.029.fasta.contigs.fa,31.193564459703143
chicken1_D31_maxbin.056.fasta.contigs.fa,50.55949053332907
chicken1_C-5_maxbin.012.fasta.contigs.fa,3.463392046767078
chicken1_D41_maxbin.015.fasta.contigs.fa,23.711793451375
chicken1_D10_maxbin.044.fasta.contigs.fa,64.58668388872559
chicken1_D15_maxbin.019.fasta.contigs.fa,93.21279296928141
chicken1_D16_maxbin.016.fasta.contigs.fa,93.42115170046735
chicken1_D28_maxbin.061.fasta.contigs.fa,44.72787342826116
chicken1_D2_maxbin.039.fasta.contigs.fa,46.15056437289839
chicken1_D30_maxbin.020.fasta.contigs.fa,95.0189032932387
chicken1_D35_maxbin.028.fasta.contigs.fa,90.17621503887597
chicken1_D36_maxbin.031.fasta.contigs.fa,36.36430847737121
chicken1_D6_maxbin.032.fasta.contigs.fa,86.04540116406886
chicken1_D7_maxbin.031.fasta.contigs.fa,92.76660231811955
chicken1_D8_maxbin.026.fasta.contigs.fa,68.6762983819033
