genome,score
human1_D-1_metabat2.153.fa.contigs.fa,74.0896743586568
human1_DAS_metabat2_185_fa_contigs-contigs.fa,85.25810897846507
human1_DAS_maxbin_122_fasta_contigs-contigs.fa,70.49548734238549
human1_DAS_maxbin_133_fasta_contigs-contigs.fa,71.20103223052685
human1_DAS_maxbin_139_fasta_contigs-contigs.fa,74.49101195326165
human1_DAS_metabat2_197_fa_contigs-contigs.fa,90.80249754514917
human1_HC-19_maxbin.038.fasta.contigs.fa,24.9572242363514
human1_HC-24_maxbin.032.fasta.contigs.fa,77.37801356508618
human1_D-1_maxbin.068.fasta.contigs.fa,35.84845933304452
human1_DAS_metabat2_116_fa_contigs-contigs.fa,97.10083741455732
human1_HC-19_maxbin.044.fasta.contigs.fa,1.8069429952587885
human1_DAS_maxbin_105_fasta_contigs-contigs.fa,92.9272665670186
human1_HC-17_maxbin.029.fasta.contigs.fa,33.27754157374029
human1_DAS_maxbin_094_fasta_contigs-contigs.fa,31.138830958669026
human1_HV-23_maxbin.051.fasta.contigs.fa,57.94139414744086
human1_HC-18_maxbin.036.fasta.contigs.fa,70.47915146723075
human1_HC-24_maxbin.045.fasta.contigs.fa,64.22970261992451
human1_DAS_maxbin_171_fasta_contigs-contigs.fa,100.9619928832623
human1_HC-10_maxbin.011.fasta.contigs.fa,100.28852991283142
human1_HC-12_maxbin.038.fasta.contigs.fa,67.99278721449537
human1_HC-13_maxbin.035.fasta.contigs.fa,76.30559786627339
human1_HC-14_maxbin.018.fasta.contigs.fa,87.40067074496156
human1_HC-16_maxbin.029.fasta.contigs.fa,82.99787886646268
human1_HC-18_maxbin.025.fasta.contigs.fa,100.3007915388746
human1_HC-19_maxbin.019.fasta.contigs.fa,100.31457235768191
human1_HC-1_maxbin.033.fasta.contigs.fa,79.70337307226954
human1_HC-20_maxbin.016.fasta.contigs.fa,90.63449933897454
human1_HC-24_maxbin.018.fasta.contigs.fa,100.3354417543599
human1_HC-3_maxbin.046.fasta.contigs.fa,83.87565362895133
human1_HC-4_maxbin.039.fasta.contigs.fa,88.88685481603956
human1_HC-6_maxbin.036.fasta.contigs.fa,74.66916663726502
human1_HC-7_maxbin.032.fasta.contigs.fa,85.65390624221328
human1_HC-8_maxbin.029.fasta.contigs.fa,83.83059920363797
human1_HV-10_maxbin.025.fasta.contigs.fa,95.18482346213153
human1_HV-1_maxbin.049.fasta.contigs.fa,59.81486064628837
human1_HV-24_maxbin.036.fasta.contigs.fa,5.7750151571169175
