genome,score
human1_concoct_10_refined_2_Bin_9_15_1-contigs.fa,82.34674527154696
human1_concoct_10_refined_2_Bin_9_16_1-contigs.fa,80.83208534943371
human1_HC-19_maxbin.044.fasta.contigs.fa,1.7769537852587884
human1_concoct_10_refined_2_Bin_9_18_1-contigs.fa,101.76905803451564
human1_concoct_10_refined_2_Bin_6_12-contigs.fa,88.54922749733367
human1_concoct_10_refined_2_Bin_8_2-contigs.fa,67.79266770503882
human1_D-1_maxbin.068.fasta.contigs.fa,36.81813633304452
human1_concoct_10_refined_2_Bin_1_1-contigs.fa,85.47786499899408
human1_HC-19_maxbin.038.fasta.contigs.fa,24.9271243413514
human1_HC-24_maxbin.032.fasta.contigs.fa,77.34791980008617
human1_concoct_10_refined_2_Bin_6_7-contigs.fa,96.19801521932018
human1_HC-17_maxbin.029.fasta.contigs.fa,33.24753567374029
human1_concoct_10_refined_2_Bin_2_14_1-contigs.fa,90.8782762284672
human1_HV-23_maxbin.051.fasta.contigs.fa,57.91128269744086
human1_concoct_10_refined_2_Bin_2_2_1-contigs.fa,73.53946416748978
human1_HC-18_maxbin.036.fasta.contigs.fa,70.44929806723076
human1_HC-24_maxbin.045.fasta.contigs.fa,64.19971766992451
human1_concoct_10_refined_2_Bin_9_13_1-contigs.fa,87.82134753441419
human1_HC-10_maxbin.011.fasta.contigs.fa,100.25853381544012
human1_HC-12_maxbin.038.fasta.contigs.fa,67.96279139232145
human1_HC-13_maxbin.035.fasta.contigs.fa,76.27559699236035
human1_HC-14_maxbin.018.fasta.contigs.fa,87.3706770814833
human1_HC-16_maxbin.029.fasta.contigs.fa,82.96787721037573
human1_HC-18_maxbin.025.fasta.contigs.fa,100.27079163017895
human1_HC-19_maxbin.019.fasta.contigs.fa,100.28457498116018
human1_HC-1_maxbin.033.fasta.contigs.fa,79.67337309139997
human1_HC-20_maxbin.016.fasta.contigs.fa,90.60450066071367
human1_HC-24_maxbin.018.fasta.contigs.fa,100.30544173262078
human1_HC-3_maxbin.046.fasta.contigs.fa,83.84565823764699
human1_HC-4_maxbin.039.fasta.contigs.fa,88.85685463169173
human1_HC-6_maxbin.036.fasta.contigs.fa,74.63916853726502
human1_HC-7_maxbin.032.fasta.contigs.fa,85.62390221873503
human1_HC-8_maxbin.029.fasta.contigs.fa,83.80059896233362
human1_HV-10_maxbin.025.fasta.contigs.fa,95.15482701213153
human1_HV-1_maxbin.049.fasta.contigs.fa,59.784879976723154
human1_HV-24_maxbin.036.fasta.contigs.fa,5.7450182114647435
human1_HV-3_maxbin.038.fasta.contigs.fa,63.57859384215279
human1_HV-4_maxbin.046.fasta.contigs.fa,34.760666942386955
human1_HV-7_metabat2.23.fa.contigs.fa,95.36785735517516
human1_HV-8_maxbin.015.fasta.contigs.fa,99.23039692628504
human1_HV-9_maxbin.017.fasta.contigs.fa,-2.607045114125712
human1_concoct_10_refined_2_Bin_9_10_1-contigs.fa,98.25510540751695
human1_D-1_maxbin.003.fasta.contigs.fa,101.68432838264015
human1_HC-13_maxbin.025.fasta.contigs.fa,68.93977689783769
human1_HC-14_maxbin.016.fasta.contigs.fa,92.59939451913867
human1_HC-15_maxbin.019.fasta.contigs.fa,35.85173295166262
human1_HC-16_maxbin.021.fasta_sub.contigs.fa,9.093870327218077
human1_HC-8_maxbin.042.fasta.contigs.fa,-25.170803161343834
human1_HV-18_maxbin.040.fasta.contigs.fa,49.682285754080006
human1_HV-4_maxbin.037.fasta.contigs.fa,29.529017674826846
human1_concoct_10_refined_2_Bin_6_4-contigs.fa,99.63872362432022
human1_D-1_maxbin.032.fasta.contigs.fa,90.50074765147173
human1_HC-7_metabat2.68.fa.contigs.fa,68.96437346854134
human1_HV-10_metabat2.7.fa.contigs.fa,74.06876285815777
human1_HV-11_maxbin.027.fasta.contigs.fa,81.6376577807313
human1_HV-12_maxbin.030.fasta.contigs.fa,19.08423691669812
human1_HV-17_maxbin.022.fasta.contigs.fa,92.79878401504108
human1_HV-18_maxbin.031.fasta.contigs.fa,53.20994471628633
human1_HV-1_maxbin.021.fasta.contigs.fa,95.9893009456476
human1_HV-23_maxbin.025.fasta.contigs.fa,99.54447448111995
human1_HV-24_maxbin.043.fasta.contigs.fa,83.72901981242829
human1_HV-2_maxbin.027.fasta.contigs.fa,84.81685908334673
human1_HV-3_maxbin.029.fasta.contigs.fa,86.1963730533824
human1_HV-4_maxbin.020.fasta.contigs.fa,99.56685816334674
human1_HV-6_maxbin.033.fasta.contigs.fa,98.51685791022173
human1_HV-7_maxbin.015.fasta.contigs.fa,67.07634008599591
human1_HV-8_maxbin.026.fasta.contigs.fa,36.590924358197704
human1_concoct_10_refined_2_Bin_6_6-contigs.fa,102.58707285045622
human1_HC-10_maxbin.016.fasta.contigs.fa,13.182511161725774
human1_HC-13_maxbin.034.fasta.contigs.fa,37.5082371436577
human1_HC-19_maxbin.028.fasta.contigs.fa,73.29170719963317
human1_HC-20_maxbin.018.fasta.contigs.fa,31.144888240462667
human1_HC-21_maxbin.020.fasta.contigs.fa,7.239467113053392
human1_concoct_10_refined_2_Bin_6_1-contigs.fa,102.35481415807432
human1_concoct_10_refined_2_Bin_6_8-contigs.fa,87.84130105623277
human1_HV-16_maxbin.003.fasta.contigs.fa,92.13303194295996
human1_HV-19_maxbin.006.fasta.contigs.fa,89.97311332071821
human1_HV-20_maxbin.005.fasta.contigs.fa,100.73332866002694
human1_concoct_10_refined_2_Bin_0_2_1-contigs.fa,101.54112059666772
human1_HC-12_maxbin.023.fasta.contigs.fa,89.4981047070907
human1_HC-14_maxbin.021.fasta.contigs.fa,96.73288525012651
human1_HC-15_maxbin.021.fasta.contigs.fa,94.27028317176769
human1_HC-2_maxbin.035.fasta.contigs.fa,72.80527588749388
human1_HC-4_maxbin.023.fasta.contigs.fa,91.39189434472934
human1_HC-6_maxbin.031.fasta.contigs.fa,84.57754452315861
human1_HC-7_maxbin.036.fasta.contigs.fa,85.80461943045664
human1_HC-8_maxbin.015.fasta.contigs.fa,94.46553969246976
human1_HV-10_maxbin.002.fasta.contigs.fa,100.76732633874663
human1_HV-11_maxbin.024.fasta.contigs.fa,91.86094081088254
human1_HV-12_maxbin.025.fasta.contigs.fa,93.30300156654461
human1_HV-13_maxbin.004.fasta.contigs.fa,98.11555657942588
human1_HV-14_maxbin.006.fasta.contigs.fa,96.59415672577099
human1_HV-16_maxbin.002.fasta.contigs.fa,97.06226453709057
human1_HV-17_maxbin.020.fasta.contigs.fa,96.98499201441491
human1_HV-18_maxbin.025.fasta.contigs.fa,98.29962945918848
human1_HV-19_maxbin.007.fasta.contigs.fa,97.4020735588384
human1_HV-1_maxbin.028.fasta.contigs.fa,97.32520449379457
human1_HV-20_maxbin.006.fasta.contigs.fa,98.74473850349125
human1_HV-21_maxbin.003.fasta.contigs.fa,97.19565885575352
human1_HV-22_maxbin.002.fasta.contigs.fa,96.24565751860237
human1_HV-23_maxbin.007.fasta.contigs.fa,95.46395688626936
human1_HV-24_maxbin.011.fasta.contigs.fa,97.14962581308328
human1_HV-2_maxbin.041.fasta.contigs.fa,75.177248068054
human1_HV-5_maxbin.003.fasta.contigs.fa,99.46585866690144
human1_HV-7_maxbin.006.fasta.contigs.fa,97.81789751467358
human1_HV-8_maxbin.003.fasta.contigs.fa,96.04148178292036
human1_HV-9_maxbin.011.fasta.contigs.fa,97.647797123505
human1_concoct_10_refined_2_Bin_7_3-contigs.fa,93.26131643614087
human1_D-1_metabat2.153.fa.contigs.fa,75.0594803586568
human1_concoct_10_refined_2_Bin_9_6-contigs.fa,91.97978500998742
human1_HC-16_maxbin.016.fasta.contigs.fa,92.52645230427999
human1_HC-3_maxbin.028.fasta.contigs.fa,100.95700318175535
human1_HC-4_maxbin.021.fasta.contigs.fa,95.23976898959539
human1_HV-10_maxbin.014.fasta.contigs.fa,94.83980832249374
human1_HV-13_maxbin.009.fasta.contigs.fa,95.85020420884241
human1_HV-14_maxbin.007.fasta.contigs.fa,72.56518361125842
human1_HV-15_maxbin.010.fasta.contigs.fa,79.97947395315227
human1_HV-16_maxbin.004.fasta.contigs.fa,27.739569667489853
human1_HV-19_maxbin.012.fasta.contigs.fa,94.13856628498864
human1_HV-21_maxbin.008.fasta.contigs.fa,95.23939021569576
human1_HV-22_maxbin.003.fasta.contigs.fa,-8.176598341383285
human1_HV-2_maxbin.024.fasta.contigs.fa,88.71924147453372
human1_HV-3_maxbin.037.fasta.contigs.fa,83.7567040084327
human1_HV-8_maxbin.006.fasta.contigs.fa,90.17913159524467
human1_HV-9_maxbin.015.fasta.contigs.fa,89.8498576213513
human1_concoct_10_refined_2_Bin_7_5_1-contigs.fa,102.79388151691005
human1_HC-23_maxbin.038.fasta.contigs.fa,28.46847701261373
human1_concoct_10_refined_2_Bin_9_19_1-contigs.fa,89.88254874122899
human1_HV-15_maxbin.009.fasta.contigs.fa,99.3380857152356
human1_HV-21_maxbin.004.fasta.contigs.fa,100.16928015134451
human1_HV-9_maxbin.013.fasta.contigs.fa,92.74702687683839
human1_HC-12_maxbin.030.fasta.contigs.fa,95.59605708395495
human1_HC-23_maxbin.023.fasta.contigs.fa,100.55286786766433
human1_HC-24_maxbin.036.fasta.contigs.fa,87.70615468105242
human1_HC-3_maxbin.047.fasta.contigs.fa,74.3205858088117
human1_HC-4_maxbin.045.fasta.contigs.fa,68.15415971517668
human1_HV-13_maxbin.005.fasta.contigs.fa,96.59323095112637
human1_HV-14_maxbin.003.fasta.contigs.fa,83.57870100100095
human1_HV-16_maxbin.009.fasta.contigs.fa,0.9068539027135893
human1_HV-19_maxbin.011.fasta.contigs.fa,66.98639547781505
human1_HV-1_maxbin.011.fasta.contigs.fa,100.63301352830618
human1_HV-22_maxbin.001.fasta.contigs.fa,78.41785159523127
human1_HV-24_maxbin.038.fasta.contigs.fa,76.63473782703946
human1_HV-2_maxbin.033.fasta.contigs.fa,93.01890579104996
human1_HV-7_maxbin.008.fasta.contigs.fa,88.66411353468608
human1_HV-8_maxbin.021.fasta.contigs.fa,90.0484744968658
human1_concoct_10_refined_2_Bin_7_4_1-contigs.fa,79.52600583898702
human1_D-1_maxbin.028.fasta.contigs.fa,88.64515356519514
human1_HV-15_maxbin.008.fasta.contigs.fa,51.168997490146126
human1_HV-21_maxbin.009.fasta.contigs.fa,72.86892922588812
human1_concoct_10_refined_2_Bin_0_6_1-contigs.fa,93.43510684370906
human1_HC-13_maxbin.023.fasta.contigs.fa,90.75951279485308
human1_HC-18_maxbin.035.fasta.contigs.fa,67.53217276923405
human1_HC-1_maxbin.026.fasta.contigs.fa,91.92714813663271
human1_HC-2_maxbin.028.fasta.contigs.fa,95.23976671613859
human1_HC-3_maxbin.033.fasta.contigs.fa,84.82693129611508
human1_HC-4_maxbin.031.fasta.contigs.fa,88.39571304990177
human1_HC-7_maxbin.025.fasta.contigs.fa,87.24977789243063
human1_HC-8_maxbin.025.fasta.contigs.fa,92.75840403492329
human1_HV-10_maxbin.006.fasta.contigs.fa,101.7497783053718
human1_HV-11_maxbin.023.fasta.contigs.fa,86.20832527871212
human1_HV-12_maxbin.032.fasta.contigs.fa,90.40502382664214
human1_HV-17_maxbin.019.fasta.contigs.fa,97.01346460889948
human1_HV-18_maxbin.032.fasta.contigs.fa,50.308408786919316
human1_HV-23_maxbin.041.fasta.contigs.fa,91.36199956379143
human1_HV-24_maxbin.044.fasta.contigs.fa,82.88508571992723
human1_HV-4_maxbin.025.fasta.contigs.fa,86.44507902036415
human1_HV-6_maxbin.042.fasta.contigs.fa,75.98216736793371
human1_concoct_10_refined_2_Bin_9_11-contigs.fa,101.74977401831298
human1_HC-3_maxbin.035.fasta.contigs.fa,72.17506913681633
human1_HC-8_maxbin.030.fasta.contigs.fa,74.35662157087891
human1_HV-10_maxbin.042.fasta_sub.contigs.fa,68.25643230411978
human1_HV-23_maxbin.040.fasta.contigs.fa,81.39910150532465
human1_HV-4_maxbin.030.fasta.contigs.fa,75.42693239595808
human1_concoct_10_refined_2_Bin_3_6_1-contigs.fa,99.42986940561795
human1_D-1_maxbin.050.fasta.contigs.fa,64.29819348579395
human1_HC-21_maxbin.017.fasta.contigs.fa,68.4754075440107
human1_concoct_10_refined_2_Bin_3_9-contigs.fa,101.54949056878252
