genome,cluster,score
human1_concoct_10_refined_2_Bin_9_11-contigs.fa,1_1,101.74983423772474
human1_concoct_10_refined_2_Bin_0_8_1-contigs.fa,2_1,90.80394351388391
human1_concoct_10_refined_2_Bin_9_9_1-contigs.fa,3_1,102.05753638506798
human1_concoct_10_refined_2_Bin_6_5_1-contigs.fa,4_1,100.0761009098297
human1_concoct_10_refined_2_Bin_0_9_1-contigs.fa,5_1,100.08739721421419
human1_DAS_maxbin_153_fasta_contigs-contigs.fa,6_1,95.7535486448352
human1_concoct_10_refined_2_Bin_3_9-contigs.fa,7_1,101.55543568878252
human1_DAS_maxbin_075_fasta_contigs-contigs.fa,8_1,102.03047539520846
human1_concoct_10_refined_2_Bin_3_5_1-contigs.fa,9_1,101.87421766220167
human1_DAS_maxbin_163_fasta_contigs-contigs.fa,10_1,99.43023143561794
human1_concoct_10_refined_2_Bin_0_7_1-contigs.fa,11_1,101.48744582738956
human1_concoct_10_refined_2_Bin_0_6_1-contigs.fa,12_1,93.43515749370906
human1_concoct_10_refined_2_Bin_0_2_1-contigs.fa,13_1,101.54115829666772
human1_concoct_10_refined_2_Bin_9_14_1-contigs.fa,14_1,98.76884127271974
human1_concoct_10_refined_2_Bin_9_13_1-contigs.fa,15_0,86.82154015941418
human1_concoct_10_refined_2_Bin_9_19_1-contigs.fa,16_1,89.88336084122898
human1_concoct_10_refined_2_Bin_7_4_1-contigs.fa,17_0,78.53108903698701
human1_concoct_10_refined_2_Bin_7_5_1-contigs.fa,18_1,102.79400235491005
human1_concoct_10_refined_2_Bin_9_6-contigs.fa,19_0,90.97997900998742
human1_concoct_10_refined_2_Bin_9_4_1-contigs.fa,20_0,92.0230521724208
human1_concoct_10_refined_2_Bin_7_3-contigs.fa,21_1,93.26201716149801
human1_DAS_maxbin_171_fasta_contigs-contigs.fa,22_1,100.93278078978403
human1_concoct_10_refined_2_Bin_6_4-contigs.fa,23_1,99.63926663557022
human1_concoct_10_refined_2_Bin_6_6-contigs.fa,24_1,102.58731164483122
human1_DAS_maxbin_069_fasta_contigs-contigs.fa,25_1,102.35758108607432
human1_concoct_10_refined_2_Bin_6_8-contigs.fa,26_1,88.84130105623277
human1_concoct_10_refined_2_Bin_6_3-contigs.fa,27_1,101.56500187931707
human1_concoct_10_refined_2_Bin_5_2-contigs.fa,28_1,96.55752288332857
human1_concoct_10_refined_2_Bin_9_12_1-contigs.fa,29_1,99.64931751250468
human1_concoct_10_refined_2_Bin_0_1_1-contigs.fa,30_1,101.93006761578194
human1_DAS_maxbin_002_fasta_contigs-contigs.fa,31_1,91.01819912874421
human1_DAS_maxbin_017_fasta_contigs-contigs.fa,32_1,88.74067776939772
human1_concoct_10_refined_2_Bin_5_4-contigs.fa,33_1,83.00729818748852
human1_DAS_maxbin_014_fasta_contigs-contigs.fa,34_1,92.33477308433442
human1_concoct_10_refined_2_Bin_5_5-contigs.fa,35_1,93.84289439148951
human1_concoct_10_refined_2_Bin_7_2-contigs.fa,36_1,97.09941467795092
human1_concoct_10_refined_2_Bin_6_14-contigs.fa,37_0,95.06834012456393
human1_concoct_10_refined_2_Bin_9_16_1-contigs.fa,38_1,81.83208534943371
human1_concoct_10_refined_2_Bin_9_15_1-contigs.fa,39_1,83.34674527154696
human1_DAS_maxbin_139_fasta_contigs-contigs.fa,40_1,75.46101195326165
human1_concoct_10_refined_2_Bin_6_12-contigs.fa,41_1,89.54922749733367
human1_concoct_10_refined_2_Bin_1_1-contigs.fa,42_0,84.47818852899408
human1_concoct_10_refined_2_Bin_9_3_1-contigs.fa,43_1,99.04872273900114
human1_concoct_10_refined_2_Bin_9_7_1-contigs.fa,44_1,98.43073170118336
human1_DAS_maxbin_124_fasta_contigs-contigs.fa,45_1,92.72073187285706
human1_DAS_maxbin_056_fasta_contigs-contigs.fa,46_0,57.032404313670014
human1_concoct_10_refined_2_Bin_5_15_1-contigs.fa,47_0,74.03226897836423
human1_concoct_10_refined_2_Bin_7_1-contigs.fa,48_0,99.04872706398832
human1_concoct_10_refined_2_Bin_9_1_1-contigs.fa,49_1,88.85553258810347
human1_DAS_maxbin_011_fasta_contigs-contigs.fa,50_1,89.45766482940063
human1_DAS_maxbin_159_fasta_contigs-contigs.fa,51_1,94.8509291826685
human1_concoct_10_refined_2_Bin_9_20_1-contigs.fa,52_1,92.72736146722445
human1_concoct_10_refined_2_Bin_9_8_1-contigs.fa,53_1,93.92718513201746
human1_concoct_10_refined_2_Bin_9_23_1-contigs.fa,54_1,92.17758237431481
human1_DAS_maxbin_137_fasta_contigs-contigs.fa,55_1,97.481401757091
human1_concoct_10_refined_2_Bin_5_7_1-contigs.fa,56_0,86.8637084596591
human1_DAS_maxbin_136_fasta_contigs-contigs.fa,57_1,88.91532187825644
human1_DAS_metabat2_261_fa_contigs-contigs.fa,58_1,87.71240247850962
human1_concoct_10_refined_2_Bin_9_24_1-contigs.fa,59_1,71.62701623906646
human1_DAS_maxbin_054_fasta_contigs-contigs.fa,60_0,72.43352293621365
human1_DAS_metabat2_240_fa_contigs-contigs.fa,61_1,72.92939384301397
human1_concoct_10_refined_2_Bin_5_3-contigs.fa,62_1,66.12927357238354
human1_DAS_maxbin_045_fasta_contigs-contigs.fa,63_0,59.508307773778604
human1_concoct_10_refined_2_Bin_5_11_1-contigs.fa,64_1,64.29439927476416
human1_DAS_metabat2_144_fa_contigs-contigs.fa,65_1,82.56828497383025
human1_DAS_maxbin_012_fasta_contigs-contigs.fa,66_0,64.59759613368698
human1_concoct_10_refined_2_Bin_2_24_1-contigs.fa,67_0,89.7385966235896
human1_DAS_maxbin_084_fasta_contigs-contigs.fa,68_1,96.3077504919852
human1_DAS_maxbin_105_fasta_contigs-contigs.fa,69_1,92.8982771070186
human1_concoct_10_refined_2_Bin_2_2_1-contigs.fa,70_1,73.54077476748978
human1_concoct_10_refined_2_Bin_9_18_1-contigs.fa,71_1,101.77011893451564
human1_concoct_10_refined_2_Bin_6_7-contigs.fa,72_1,96.19998217432018
human1_concoct_10_refined_2_Bin_6_2-contigs.fa,73_0,98.54717546257636
human1_concoct_10_refined_2_Bin_8_1-contigs.fa,74_1,79.58382233966508
human1_concoct_10_refined_2_Bin_6_10-contigs.fa,75_1,76.25088474937138
human1_concoct_10_refined_2_Bin_6_16_1-contigs.fa,75_2,81.8100962906478
human1_concoct_10_refined_2_Bin_6_11-contigs.fa,76_1,93.8375270966721
human1_concoct_10_refined_2_Bin_8_6_1-contigs.fa,77_0,73.16192387711442
human1_concoct_10_refined_2_Bin_4_9_1-contigs.fa,78_1,90.53340175622931
human1_DAS_maxbin_071_fasta_contigs-contigs.fa,79_0,88.55524014550016
human1_concoct_10_refined_2_Bin_3_1_1-contigs.fa,80_1,78.85523094662308
human1_concoct_10_refined_2_Bin_4_11_1-contigs.fa,81_0,95.4805535157459
human1_concoct_10_refined_2_Bin_3_7-contigs.fa,82_1,86.96404641920128
human1_concoct_10_refined_2_Bin_3_8_1-contigs.fa,83_1,75.36695109623747
human1_concoct_10_refined_2_Bin_2_13-contigs.fa,84_1,79.6010926262322
human1_DAS_maxbin_025_fasta_contigs-contigs.fa,85_0,75.85253604048944
human1_concoct_10_refined_2_Bin_2_26-contigs.fa,86_1,66.02672714987447
human1_concoct_10_refined_2_Bin_2_6-contigs.fa,87_1,86.78506160513669
human1_DAS_maxbin_036_fasta_contigs-contigs.fa,88_0,70.90890926438584
human1_concoct_10_refined_2_Bin_3_3-contigs.fa,89_0,89.28554777343501
human1_concoct_10_refined_2_Bin_2_15-contigs.fa,90_0,66.1468572633917
human1_concoct_10_refined_2_Bin_2_11_1-contigs.fa,91_1,81.69552736565942
human1_concoct_10_refined_2_Bin_2_3-contigs.fa,92_0,75.66165113928383
human1_concoct_10_refined_2_Bin_5_10_1-contigs.fa,93_0,82.89805497495637
human1_concoct_10_refined_2_Bin_2_5_1-contigs.fa,94_1,92.74008783394937
human1_DAS_maxbin_096_fasta_contigs-contigs.fa,95_0,90.44362569335503
human1_DAS_maxbin_125_fasta_contigs-contigs.fa,96_0,73.45128813192314
human1_DAS_maxbin_128_fasta_contigs-contigs.fa,97_0,96.33642112728425
human1_concoct_10_refined_2_Bin_2_17-contigs.fa,98_1,78.53263195861607
human1_concoct_10_refined_2_Bin_9_27-contigs.fa,99_1,88.58079771597698
human1_DAS_maxbin_042_fasta_contigs-contigs.fa,100_0,76.6154136942264
human1_concoct_10_refined_2_Bin_9_26_1-contigs.fa,101_1,95.26836979346811
human1_DAS_maxbin_117_fasta_contigs-contigs.fa,102_1,92.48749630186651
human1_DAS_maxbin_029_fasta_contigs-contigs.fa,103_1,63.26914772731574
human1_concoct_10_refined_2_Bin_2_1-contigs.fa,104_1,92.67929491387997
human1_concoct_10_refined_2_Bin_4_13_1-contigs.fa,105_1,92.40548757500338
human1_concoct_10_refined_2_Bin_3_2_1-contigs.fa,106_1,87.54459750837557
human1_concoct_10_refined_2_Bin_4_5-contigs.fa,107_0,72.76943831468606
human1_DAS_maxbin_156_fasta_contigs-contigs.fa,108_1,95.02642815685616
human1_DAS_maxbin_129_fasta_contigs-contigs.fa,109_1,87.08410564607942
