genome,cluster,score
chicken1_concoct_20_refined_2_Bin_3_1-contigs.fa,1_1,91.76414116454745
chicken1_concoct_20_refined_2_Bin_0_10-contigs.fa,2_1,78.40149280093792
chicken1_concoct_20_refined_2_Bin_0_11_1-contigs.fa,3_0,69.85425440382825
chicken1_D43_maxbin.043.fasta.contigs.fa,4_0,35.45189791635426
chicken1_concoct_20_refined_2_Bin_4_5-contigs.fa,5_0,63.19975169236398
chicken1_D43_maxbin.028.fasta.contigs.fa,6_0,89.31028002561268
chicken1_concoct_20_refined_2_Bin_0_7_1-contigs.fa,7_0,65.44681529008223
chicken1_concoct_20_refined_2_Bin_15_3-contigs.fa,8_0,90.50869235084237
chicken1_concoct_20_refined_2_Bin_6_20_1-contigs.fa,9_0,83.78182309324242
chicken1_D43_maxbin.107.fasta.contigs.fa,10_0,8.384610822651563
chicken1_concoct_20_refined_2_Bin_12_4_1-contigs.fa,11_0,79.84133842676574
chicken1_concoct_20_refined_2_Bin_0_1-contigs.fa,12_1,81.1363587936841
chicken1_concoct_20_refined_2_Bin_0_12-contigs.fa,13_0,73.7835311762772
chicken1_D34_maxbin.024.fasta.contigs.fa,14_1,99.62678750595448
chicken1_D43_maxbin.057.fasta.contigs.fa,15_0,62.39733963777255
chicken1_concoct_20_refined_2_Bin_1_1-contigs.fa,16_0,91.13707348855301
chicken1_concoct_20_refined_2_Bin_9_10_1-contigs.fa,17_0,96.92259577030342
chicken1_D43_maxbin.153.fasta.contigs.fa,18_0,66.90561125774511
chicken1_concoct_20_refined_2_Bin_6_13-contigs.fa,19_0,95.59794450358903
chicken1_concoct_20_refined_2_Bin_6_10_1-contigs.fa,20_0,98.406034835151
chicken1_D43_maxbin.033.fasta.contigs.fa,21_1,92.07253778895044
chicken1_concoct_20_refined_2_Bin_17_3-contigs.fa,22_1,101.0151640740617
chicken1_concoct_20_refined_2_Bin_6_21_1-contigs.fa,23_0,96.11266436570264
chicken1_D34_maxbin.025.fasta.contigs.fa,24_1,88.44589640354448
chicken1_D43_maxbin.021.fasta.contigs.fa,25_0,95.51242359112682
chicken1_concoct_20_refined_2_Bin_0_4-contigs.fa,26_0,80.01332553854444
chicken1_D39_maxbin.002.fasta.contigs.fa,27_1,98.61242939483257
chicken1_D43_maxbin.048.fasta.contigs.fa,28_0,78.0512321579978
chicken1_D43_maxbin.032.fasta.contigs.fa,29_0,87.23316356445461
chicken1_concoct_20_refined_2_Bin_11_13-contigs.fa,30_0,92.87755739270207
chicken1_concoct_20_refined_2_Bin_6_22-contigs.fa,31_0,87.59451672610376
chicken1_D18_maxbin.005.fasta.contigs.fa,32_1,92.20755541025301
chicken1_concoct_20_refined_2_Bin_7_5_1-contigs.fa,33_1,93.56895387774131
chicken1_D21_maxbin.013.fasta.contigs.fa,34_1,94.84645256175128
chicken1_concoct_20_refined_2_Bin_17_1_1-contigs.fa,35_0,89.24288292209253
chicken1_D39_maxbin.006.fasta.contigs.fa,36_1,82.63796938379605
chicken1_concoct_20_refined_2_Bin_0_13_1-contigs.fa,37_0,42.579039430968734
chicken1_D9_maxbin.006.fasta.contigs.fa,38_1,102.7140653263674
chicken1_D14_maxbin.003.fasta.contigs.fa,39_1,101.22748863418536
chicken1_concoct_20_refined_2_Bin_5_4_1-contigs.fa,40_1,98.9172764757212
chicken1_concoct_20_refined_2_Bin_5_5_1-contigs.fa,41_0,79.72498767298897
chicken1_D40_maxbin.033.fasta.contigs.fa,42_1,94.25684566302255
chicken1_concoct_20_refined_2_Bin_8_3_1-contigs.fa,43_1,92.22199149398777
chicken1_concoct_20_refined_2_Bin_9_7-contigs.fa,44_1,87.0668994941911
chicken1_D9_maxbin.010.fasta.contigs.fa,45_1,99.62866964781692
chicken1_concoct_20_refined_2_Bin_5_6-contigs.fa,46_0,91.48960415109289
chicken1_concoct_20_refined_2_Bin_11_2-contigs.fa,47_1,89.67770317951724
chicken1_concoct_20_refined_2_Bin_9_17-contigs.fa,48_1,101.61271134480893
chicken1_concoct_20_refined_2_Bin_18_6_1-contigs.fa,49_1,82.1873865105408
chicken1_D9_maxbin.024.fasta.contigs.fa,50_1,100.04154872726433
chicken1_concoct_20_refined_2_Bin_9_9-contigs.fa,51_0,90.15129251469955
chicken1_D15_maxbin.012.fasta.contigs.fa,52_1,99.98463449282768
chicken1_concoct_20_refined_2_Bin_18_3-contigs.fa,53_1,92.71147390978129
chicken1_concoct_20_refined_2_Bin_14_2_1-contigs.fa,54_1,97.66573286384474
chicken1_concoct_20_refined_2_Bin_11_11-contigs.fa,55_1,90.2029830061813
chicken1_concoct_20_refined_2_Bin_17_2_1-contigs.fa,56_1,88.15041047579295
chicken1_concoct_20_refined_2_Bin_11_9_1-contigs.fa,57_1,58.426272228304846
chicken1_D23_maxbin.022.fasta.contigs.fa,58_0,76.0541099750278
chicken1_concoct_20_refined_2_Bin_15_6-contigs.fa,59_0,74.40406985343756
chicken1_concoct_20_refined_2_Bin_9_12-contigs.fa,60_0,94.09154400526401
chicken1_concoct_20_refined_2_Bin_6_4-contigs.fa,61_1,80.08747661133033
chicken1_concoct_20_refined_2_Bin_6_5-contigs.fa,62_0,91.38030604346115
chicken1_concoct_20_refined_2_Bin_11_14-contigs.fa,63_1,83.84768421786534
chicken1_D41_maxbin.028.fasta.contigs.fa,64_1,85.89003404208661
chicken1_D21_maxbin.016.fasta.contigs.fa,65_1,87.788304715839
chicken1_concoct_20_refined_2_Bin_15_8_1-contigs.fa,66_0,65.69254080436615
chicken1_concoct_20_refined_2_Bin_14_7_1-contigs.fa,67_1,66.51226214209314
