genome,cluster,score
human1_D-1_metabat2.153.fa.contigs.fa,1_0,74.05967435865679
human1_DAS_metabat2_185_fa_contigs-contigs.fa,2_0,85.22810897846507
human1_DAS_maxbin_122_fasta_contigs-contigs.fa,3_0,70.46548734238549
human1_DAS_maxbin_133_fasta_contigs-contigs.fa,4_0,71.17103223052685
human1_DAS_maxbin_139_fasta_contigs-contigs.fa,5_0,74.46101195326165
human1_DAS_metabat2_197_fa_contigs-contigs.fa,6_1,90.77249754514916
human1_D-1_maxbin.068.fasta.contigs.fa,7_0,35.81845933304452
human1_DAS_metabat2_116_fa_contigs-contigs.fa,8_1,97.07083741455732
human1_DAS_maxbin_105_fasta_contigs-contigs.fa,9_1,92.8972665670186
human1_HV-23_maxbin.051.fasta.contigs.fa,10_1,57.911394147440866
human1_HC-18_maxbin.036.fasta.contigs.fa,11_1,70.44915146723075
human1_DAS_maxbin_171_fasta_contigs-contigs.fa,12_1,100.9319928832623
human1_D-1_maxbin.003.fasta.contigs.fa,13_1,101.68433125764014
human1_HV-4_maxbin.020.fasta.contigs.fa,14_1,99.56685766334674
human1_DAS_maxbin_069_fasta_contigs-contigs.fa,15_1,102.35487601007432
human1_DAS_maxbin_098_fasta_contigs-contigs.fa,16_0,78.9669278830993
human1_HC-3_maxbin.028.fasta.contigs.fa,17_1,100.95700184642202
human1_DAS_maxbin_126_fasta_contigs-contigs.fa,18_1,77.040690891229
human1_HV-21_maxbin.004.fasta.contigs.fa,19_1,100.16928015134451
human1_HV-1_maxbin.011.fasta.contigs.fa,19_2,100.63332475311572
human1_HV-20_maxbin.005.fasta.contigs.fa,20_1,100.73332909669361
human1_HV-10_maxbin.002.fasta.contigs.fa,21_1,100.76732694088949
human1_DAS_maxbin_026_fasta_contigs-contigs.fa,22_1,91.64513749370907
human1_HV-10_maxbin.006.fasta.contigs.fa,23_1,101.74977828772475
human1_DAS_maxbin_164_fasta_contigs-contigs.fa,24_1,98.99263562027832
human1_DAS_maxbin_161_fasta_contigs-contigs.fa,25_0,89.24493377144636
human1_HV-9_maxbin.002.fasta.contigs.fa,26_1,90.80577547586923
human1_DAS_maxbin_162_fasta_contigs-contigs.fa,27_1,100.17733421006798
human1_HC-8_maxbin.002.fasta.contigs.fa,28_1,101.95300609768869
human1_HV-21_maxbin.005.fasta.contigs.fa,29_1,101.9244189548818
human1_HC-22_maxbin.008.fasta.contigs.fa,30_1,98.33400080828171
human1_DAS_maxbin_075_fasta_contigs-contigs.fa,31_1,102.03043619520847
human1_DAS_maxbin_058_fasta_contigs-contigs.fa,32_1,93.0780814842984
human1_DAS_maxbin_074_fasta_contigs-contigs.fa,33_0,66.06927456686826
human1_HV-15_maxbin.007.fasta.contigs.fa,34_1,101.67736750738956
human1_DAS_maxbin_163_fasta_contigs-contigs.fa,35_1,99.42986442361794
human1_D-1_maxbin.044.fasta.contigs.fa,36_1,91.15093792523705
human1_DAS_maxbin_159_fasta_contigs-contigs.fa,37_0,93.8509291826685
human1_DAS_maxbin_102_fasta_contigs-contigs.fa,38_1,89.61289231180245
human1_HV-11_maxbin.026.fasta.contigs.fa,39_1,96.11627800660443
human1_DAS_maxbin_137_fasta_contigs-contigs.fa,40_0,96.481425157091
human1_DAS_metabat2_174_fa_contigs-contigs.fa,41_0,86.16380954346819
human1_HC-7_maxbin.014.fasta.contigs.fa,42_1,101.13520277454826
human1_HV-11_maxbin.007.fasta.contigs.fa,43_1,102.58159515177093
human1_DAS_maxbin_045_fasta_contigs-contigs.fa,44_0,59.508307773778604
human1_HV-17_maxbin.018.fasta.contigs.fa,45_1,98.50876672798155
human1_DAS_metabat2_261_fa_contigs-contigs.fa,46_1,87.71090030350962
human1_DAS_maxbin_054_fasta_contigs-contigs.fa,47_1,73.43089713621366
human1_DAS_maxbin_057_fasta_contigs-contigs.fa,48_0,34.28002290316135
human1_DAS_metabat2_240_fa_contigs-contigs.fa,49_0,71.92955984301396
human1_HC-23_maxbin.004.fasta.contigs.fa,50_1,96.9767577695924
human1_D-1_maxbin.034.fasta.contigs.fa,51_1,93.1818608089435
human1_D-1_maxbin.017.fasta.contigs.fa,52_1,97.90327197020962
human1_HC-4_maxbin.033.fasta.contigs.fa,53_1,70.77773118102873
human1_DAS_maxbin_124_fasta_contigs-contigs.fa,54_0,91.72073187285706
human1_HC-10_maxbin.006.fasta.contigs.fa,55_1,94.17716144242989
human1_HC-6_maxbin.009.fasta.contigs.fa,56_1,98.94290646217756
human1_HV-19_maxbin.003.fasta.contigs.fa,57_1,97.56112790745125
human1_HV-10_maxbin.005.fasta.contigs.fa,58_1,95.10102531818089
human1_HC-14_maxbin.012.fasta.contigs.fa,59_1,75.88109524737926
human1_DAS_maxbin_020_fasta_contigs-contigs.fa,59_2,77.33794505799466
human1_DAS_maxbin_002_fasta_contigs-contigs.fa,60_1,91.01796816874422
human1_DAS_maxbin_035_fasta_contigs-contigs.fa,61_1,100.77961797378194
human1_DAS_maxbin_028_fasta_contigs-contigs.fa,62_1,98.87882641062967
human1_HV-21_maxbin.006.fasta.contigs.fa,63_1,98.77397779635044
human1_HV-13_maxbin.008.fasta.contigs.fa,64_1,95.15302882582081
human1_HV-16_maxbin.007.fasta.contigs.fa,65_1,90.43654590477409
human1_HC-16_maxbin.012.fasta.contigs.fa,66_1,81.08527387914765
human1_DAS_maxbin_042_fasta_contigs-contigs.fa,67_0,76.6154136942264
human1_DAS_maxbin_111_fasta_contigs-contigs.fa,68_0,70.09586404411978
human1_HC-24_maxbin.028.fasta.contigs.fa,69_1,96.0922120802215
human1_DAS_metabat2_144_fa_contigs-contigs.fa,70_1,82.56809967383025
human1_HC-2_maxbin.027.fasta.contigs.fa,71_1,90.39169476584698
human1_DAS_maxbin_134_fasta_sub_contigs-contigs.fa,72_0,74.20354786294733
human1_HC-15_maxbin.016.fasta.contigs.fa,73_1,88.7969265027283
