genome,cluster,score
chicken1_DAS_maxbin_304_fasta_contigs-contigs.fa,1_1,91.76414116454745
chicken1_concoct_20_refined_2_Bin_9_2-contigs.fa,2_1,65.84266728612234
chicken1_concoct_20_refined_2_Bin_4_3_1-contigs.fa,3_1,67.76713623392476
chicken1_DAS_maxbin_255_fasta_contigs-contigs.fa,4_0,57.131711018901115
chicken1_DAS_maxbin_310_fasta_contigs-contigs.fa,5_0,78.08107435390542
chicken1_concoct_20_refined_2_Bin_9_6_1-contigs.fa,6_0,44.54008506320215
chicken1_DAS_metabat2_158_fa_contigs-contigs.fa,7_1,89.67655449060173
chicken1_concoct_20_refined_2_Bin_4_6-contigs.fa,8_1,87.11873119806997
chicken1_DAS_maxbin_227_fasta_contigs-contigs.fa,9_0,2.567860188274564
chicken1_DAS_maxbin_280_fasta_contigs-contigs.fa,10_0,88.57643797631455
chicken1_concoct_20_refined_2_Bin_14_3-contigs.fa,11_1,86.15638247304483
chicken1_concoct_20_refined_2_Bin_7_6_1-contigs.fa,12_1,99.60631168062464
chicken1_DAS_maxbin_053_fasta_contigs-contigs.fa,13_1,96.9060291974445
chicken1_DAS_maxbin_079_fasta_contigs-contigs.fa,14_1,97.51355000469468
chicken1_DAS_maxbin_070_fasta_contigs-contigs.fa,15_1,102.5462546300953
chicken1_concoct_20_refined_2_Bin_14_8-contigs.fa,16_1,96.2030601205841
chicken1_concoct_20_refined_2_Bin_4_2_1-contigs.fa,17_1,84.28845522983396
chicken1_concoct_20_refined_2_Bin_8_1_1-contigs.fa,18_1,98.24016884179453
chicken1_concoct_20_refined_2_Bin_8_2_1-contigs.fa,19_1,85.26349562473743
chicken1_concoct_20_refined_2_Bin_18_5_1-contigs.fa,20_1,78.17714945042935
chicken1_DAS_maxbin_127_fasta_contigs-contigs.fa,21_1,91.13310380737433
chicken1_concoct_20_refined_2_Bin_14_1-contigs.fa,22_1,75.23854944324297
chicken1_concoct_20_refined_2_Bin_0_10-contigs.fa,23_1,78.40347850093792
chicken1_concoct_20_refined_2_Bin_0_11_1-contigs.fa,24_0,69.85425440382825
chicken1_concoct_20_refined_2_Bin_9_13_1-contigs.fa,25_1,91.06396730721119
chicken1_concoct_20_refined_2_Bin_0_7_1-contigs.fa,26_1,66.44681529008223
chicken1_DAS_maxbin_270_fasta_contigs-contigs.fa,27_0,-7.1378190925485505
chicken1_concoct_20_refined_2_Bin_4_5-contigs.fa,28_0,63.19975169236398
chicken1_concoct_20_refined_2_Bin_10_3-contigs.fa,29_1,82.8340922540367
chicken1_concoct_20_refined_2_Bin_13_8-contigs.fa,30_1,82.6917839238094
chicken1_concoct_20_refined_2_Bin_16_1-contigs.fa,31_0,75.1451184719554
chicken1_concoct_20_refined_2_Bin_7_4_1-contigs.fa,32_0,87.07493254642097
chicken1_DAS_maxbin_318_fasta_contigs-contigs.fa,33_1,92.73564769794832
chicken1_concoct_20_refined_2_Bin_6_10_1-contigs.fa,34_1,99.405806935151
chicken1_concoct_20_refined_2_Bin_5_6-contigs.fa,35_0,91.48960415109289
chicken1_DAS_maxbin_165_fasta_contigs-contigs.fa,36_1,97.62045379166752
chicken1_DAS_maxbin_073_fasta_contigs-contigs.fa,37_0,85.38688079174955
chicken1_concoct_20_refined_2_Bin_7_9_1-contigs.fa,38_1,93.77207635358565
chicken1_concoct_20_refined_2_Bin_7_12-contigs.fa,39_1,92.38339212104013
chicken1_DAS_maxbin_010_fasta_contigs-contigs.fa,40_1,94.85700485468487
chicken1_concoct_20_refined_2_Bin_9_7-contigs.fa,41_0,86.0673456341911
chicken1_DAS_maxbin_143_fasta_contigs-contigs.fa,42_1,84.64324720769336
chicken1_concoct_20_refined_2_Bin_15_4-contigs.fa,43_1,96.92113877346384
chicken1_concoct_20_refined_2_Bin_7_5_1-contigs.fa,44_1,93.5699758777413
chicken1_DAS_maxbin_077_fasta_contigs-contigs.fa,45_0,4.064443532608763
chicken1_DAS_maxbin_256_fasta_contigs-contigs.fa,46_1,93.45455792209252
chicken1_concoct_20_refined_2_Bin_8_4_1-contigs.fa,47_1,65.02721251439851
chicken1_DAS_maxbin_074_fasta_sub_contigs-contigs.fa,48_0,46.322001740165796
chicken1_DAS_maxbin_196_fasta_contigs-contigs.fa,49_0,69.87893135786312
